id	abstract	label
7611168	<TITLE>Vascular reactivity in patients with peripheral vascular disease.</TITLE>Noninvasive techniques have been used to demonstrate a specific pattern of impaired vasoactive response in the normal brachial artery of patients with clinical atherosclerosis. This is a physiologic reflection of the systemic nature of atherosclerosis and may be useful as a marker for identifying patients with preclinical atherosclerotic disease.	No specific gene was perturbed in vivo
7657783	<TITLE>Variation in the expression of cellular retinoid binding proteins in human endometrium throughout the menstrual cycle.</TITLE>Human endometrium is a glandular epithelial tissue with a substantial underlying stroma. Under the influence of ovarian steroids, endometrium undergoes a cyclical pattern of proliferation followed by secretory differentiation. Since retinoids promote the differentiation of many epithelia to secretory phenotypes they may be involved in controlling the secretory differentiation of human endometrial epithelium. Cytosolic binding proteins for retinol (cellular retinol binding protein) and retinoic acid (cellular retinoic acid binding protein) may play an important part in regulating the availability of retinoic acid to its nuclear receptors and we have therefore asked whether expression of mRNA for these proteins varies in relation to endometrial differentiation. In a series of 54 endometrial biopsies, both endometrial epithelial and stromal cells expressed mRNA for cellular retinol binding protein type I at a constant level throughout the menstrual cycle. Cellular retinoic acid binding protein type II was also expressed but the level of expression varied dramatically, being elevated in the proliferative phase and depressed during the secretory phase of the menstrual cycle in both epithelial and stromal cells. These data suggest that cytosolic binding proteins modulate the supply of retinoic acid to the nuclei of endometrial cells during the menstrual cycle and that retinoic acid is involved in the cyclical control of endometrial differentiation.	No specific gene was perturbed in vivo
7687510	<TITLE>Cutaneous IgE-mediated inflammatory lesion size is inhibited by an H1 antagonist (terfenadine) while mediator release is unaffected in vivo and in vitro.</TITLE>We are interested in understanding the pathogenesis of the cutaneous IgE-mediated late phase reaction. A double-blind, placebo-controlled, randomized cross-over study with 10 subjects of the effect of the non-sedating antihistamine, terfenadine (Selddane), on the cutaneous reaction to antigen (ragweed or mixed grass) administered intradermally and over denuded blister bases was performed. The activity of terfenadine on anti-IgE-induced mediator release from the skin mast cell, lung mast cell and basophil was also examined in vitro. Terfenadine significantly inhibited the size of the cutaneous reaction at every hour between hours 1 and 9 (hr 9, control 2250 +/- 500 mm2 vs drug 1250 +/- 250 mm2, P < 0.01, n = 10) and showed some inhibitory effect at hours 10-12. While terfenadine blocks histamine release after nasal antigen challenge the release of mediators at skin blister sites was unaffected. The infiltration of leucocytes into the blister supernatant was unaffected by terfenadine although previous studies have shown significant inhibition with another antihistamine, cetirizine. In vitro, terfenadine, like other antihistamines, was found to have inhibitory activity on anti-IgE-induced mediator release at concentrations of 10(-4)-10(-5) M in lung and skin mast cells and basophils. We conclude that the effects of the newer antihistamines on cellular movement into the skin may be diverse, that terfenadine may show organ specificity in vivo and that terfenadine significantly decreases both the early and late gross inflammatory response of the skin to antigen. We cannot, as yet, explain the mechanism(s) by which this occurs.	No specific gene was perturbed in vivo
7701421	<TITLE>Unintended "incidental" durotomy during surgery of the lumbar spine: medicolegal implications.</TITLE>A review of 146 medical malpractice cases involving surgery of the lumbar spine disclosed that unintended "incidental" durotomy (23 cases) was the second most frequently named occurrence. In each instance there was an associated alleged complication or sequelae. There appears to be a subset of patients in whom an unintended "incidental" durotomy is associated with perioperative morbidity and long-term sequelae. Considering the frequency with which a dural tear is listed as one of the complaints in medical malpractice cases involving surgery of the lumbar spine, it cannot be considered an entirely "benign event."	No specific gene was perturbed in vivo
7730633	<TITLE>5-Fluorocytosine-induced eradication of murine adenocarcinomas engineered to express the cytosine deaminase suicide gene requires host immune competence and leaves an efficient memory.</TITLE>The nonmammalian cytosine deaminase (CD) enzyme converts the nontoxic prodrug 5-fluorocytosine (5-FC) to the toxic metabolite 5-fluorouracil. Parental cells of a mammary adenocarcinoma (TSA-pc) of BALB/c mice were transfected with the CD gene (TSA-CD), and the ability of 5-FC to hamper their growth was evaluated. A quantity amounting to 0.5 mg of 5-FC/0.3 ml of medium inhibits the proliferation of TSA-CD cells, but not that of TSA-pc, nor that of TSA-pc transfected with neomycin-resistance gene only (TSA-neo). In BALB/c mice, 800 mg 5-FC/kg of body weight injected daily i.p. for 30 days causes total regression of incipient (1-day-old), and established (3- and 7-day-old) TSA-CD tumors, and of 3-day-old experimental lung metastases, but does not impair TSA-pc nor TSA-neo cell growth. Because in CD8+ T lymphocyte- and granulocyte-depleted mice 5-FC no longer impairs TSA-CD growth, immune mechanisms appear to play an important role in this regression. Following, regression, all mice are resistant to subsequent s.c. or i.v. lethal challenges with TSA-pc. The induction of this immune memory is dependent on CD4+ lymphocytes, whereas its effector phase depends on both CD4+ and CD8+ lymphocytes. The memory elicited in tumor-bearing mice by the 5-FC-dependent regression of TSA-CD tumors cures a significant number of mice with 4-day-old TSA-pc metastases, but does not impair the growth of 4-day-old solid s.c. tumors. The reliability of this regression and the subsequent establishment of an efficient immune memory against poorly immunogenic TSA-pc offer the prospect that CD-transduced tumor cells and 5-FC can be used as components of a live antitumor vaccine.	No specific gene was perturbed in vivo
7742131	<TITLE>Artefacts caused by dental filling materials in MR imaging.</TITLE>An investigation regarding possible artefacts from dental filling materials in MR imaging is presented including 9 types of such materials from various manufacturers. Freshly extracted teeth were prepared and the filling materials were handled according to manufacturers' instructions. The teeth were encapsulated into a gel phantom based on de-ionized water, Ni (NO3)2 and polysaccharide agarose powder. The investigation was performed with a standard head coil and a 1.5 T MR unit. Images acquired with various combinations of parameters from different sequences were visually analysed regarding possible artefacts. The investigation showed that only one of the materials caused significant artefacts. The gel phantom was found to be a valuable means for examination of artefacts from small samples, and can be recommended as a standard technique for this purpose.	No specific gene was perturbed in vivo
7749377	<TITLE>Tissue kallikrein in rat and mouse neurons.</TITLE>1. The distribution of tissue kallikrein in the rat brain was investigated by an immunohistochemical technique using antiserum against rat urinary kallikrein. The kallikrein-immunoreactive cells were widespread and scattered in both the cerebral cortex and brain stem, and the immunoreactive substance appeared to be preferentially localized around the neuronal cell body and their processes. 2. Furthermore, in order to define whether brain kallikrein levels vary in the aging process, the hydrolyzing activity in the cerebrum L-prolyl-L-phenylalanyl-L-arginine-4-methyl-coumaryl-7-amide (Pro-Phe-Arg-MCA) was measured in young (7-week old) and old (36-week old) female senescence accelerated mice (SAM-P/8 and SAM-R/1). The brain kallikrein levels of 7- as well as 36-week old SAM-P/8 were found to be lower than those of 7-week old SAM-R/1 (a control strain). Also, the brain kallikrein level of 36-week old SAM-R/1 animals was markedly reduced when compared with the 7-week old mice, suggesting that the reduced amount of cerebral kallikrein reflects the aging of the brain.	No specific gene was perturbed in vivo
7759562	<TITLE>Comodulation of cellular polyamines and proliferation: biomarker application to colorectal mucosa.</TITLE>Polyamines are low molecular weight aliphatic amines required for normal cellular growth which are ubiquitously found in all living tissues. Polyamine biosynthesis is known to increase with mitogenesis, and elevated polyamine concentrations are found in hyperproliferative tissues. Quantitation of tissue polyamine content may thus provide a biochemical measure of proliferation, with potential biomarker application to the colonic mucosa where dysregulated epithelial proliferation is associated with cancer risk. This study was performed to validate polyamine analyses as a measure of cellular proliferation, and to preliminarily assess polyamine characteristics when applied to clinical samples. Using FHC, a human colonic epithelial cell line, for in vitro experimentation, deoxycholic acid or retinol was added to freshly passaged cultures to either stimulate or inhibit proliferation, respectively. Parallel cultures were then assayed for (1) proliferation by sulforhodamine B staining; and (2) polyamine content by a high-performance liquid chromatographic method. Deoxycholic acid stimulated, and retinol inhibited proliferation in dose-dependent fashion. Polyamine content, specifically the spermidine content and the spermidine/spermine ratio, also increased or decreased in response to culture with deoxycholic acid or retinol, respectively. Significant linear correlations between proliferation and spermidine (r = 0.858, P < 0.001), and with the spermidine/spermine ratio (r = 0.574, P < 0.05) were observed. When quantitative polyamine analyses were applied to human colonic specimens, replicate mucosal sampling revealed a high degree of intra-individual variability, indicating a heterogeneous distribution of polyamines within anatomically confined colonic segments. The results support a role for quantitative polyamine analyses as a correlative measure of colonic epithelial proliferation; however, intraindividual variability may limit the utility of colorectal biomarker measurements.	No specific gene was perturbed in vivo
7807662	<TITLE>Communication with deaf patients. Knowledge, beliefs, and practices of physicians.</TITLE>To assess physicians' knowledge and beliefs regarding communication with deaf people and compare their knowledge and beliefs with their methods of communicating with deaf patients in their practices.|Survey.|University medical center.|Attending physicians in an internal medicine department.|Physicians were surveyed regarding prior contacts with deaf patients and with deaf people outside the medical setting, and regarding their knowledge and beliefs concerning methods of communicating with deaf people. Physicians were asked to estimate the fraction of encounters in which they communicated with deaf patients by lipreading, writing, translation by a relative or friend, a sign language interpreter, or other methods.|Writing was the method used most frequently in communicating with deaf patients. Although 63% of physicians knew that signing should be the initial method of communicating with deaf patients who sign, only 22% used sign language interpreters more frequently than other methods in their practices. Past contact with deaf people (P = .05), belief that communication by signing was the best means of communication (P = .04), and knowledge of the inefficiency of lipreading (P = .04) were predictors of the use of sign language interpreters for deaf patients. Physicians who used sign language interpreters more frequently than other methods believed that much more time and effort were involved in caring for deaf than for hearing patients compared with those who used interpreters less frequently (P = .08).|Although most physicians believed that use of sign language interpreters was preferable, only a minority used them in their practices. Greater recognition of the advantages of signing over other methods and greater availability of sign language interpreters should lead to more effective communication between deaf patients and physicians.	No specific gene was perturbed in vivo
7891858	<TITLE>Chronic mild acidosis specifically reduces functional expression of N-methyl-D-aspartate receptors and increases long-term survival in primary cultures of cerebellar granule cells.</TITLE>Previous studies suggest that chronic depolarization by addition of 25 mM KCl or N-methyl-D-aspartate to primary cultures of cerebellar granule cells promotes expression of the N-methyl-D-aspartate subtype of glutamate receptor, as determined by electrophysiological responsiveness and susceptibility to excitotoxicity. Recent studies have demonstrated that acute mild acidosis reduces N-methyl-D-aspartate receptor channel activity by a non-competitive action of H+ on an extracellular site of the receptor channel complex. Since the level of N-methyl-D-aspartate receptor expression in granule cell cultures is activity-dependent, we examined whether chronic mildly acidotic culture conditions would selectively diminish the level of N-methyl-D-aspartate responsiveness in granule cells, in effect producing a functional level of expression more comparable to that observed in vivo. To test this, cerebellar granule cells from eight-day neonatal rats were grown in an HCO3-buffered medium containing elevated K+ (25 mM KCl) either under standard conditions (95% air/5% CO2, pH 7.4), or under chronic mildly acidotic conditions (90% air/10% CO2, estimated pH of 7.1). Glutamate receptor subtype expression was subsequently assessed using standard neurotoxicity assays, a quantitative immunoblotting assay for N-methyl-D-aspartate receptors and whole cell patch clamp recordings. Cells grown in the 10% CO2 environment exhibited a significant reduction in susceptibility to L-glutamate neurotoxicity (at least 10-fold), but not kainate-induced neurotoxicity, relative to cells grown in 5% CO2. In both culture conditions, L-glutamate- and kainate-induced toxicity were mediated by activation of N-methyl-D-aspartate and non-N-methyl-D-aspartate receptors, respectively, as determined by the sensitivity of agonist-induced toxicity to specific receptor antagonists. Using polyclonal antibodies generated against a peptide sequence recognizing five of eight splice variants in the common "R1" subunit of N-methyl-D-aspartate receptors, a 31% reduction in the amount of immunoreactive protein was observed in membrane preparations from cells grown in 10% CO2, relative to the amount detected in cells grown in 5% CO2. Moreover, perfusion of cells with glutamate (50 microM) in a nominally Mg(2+)-free solution containing glycine (2 microM) elicited N-methyl-D-aspartate antagonist-sensitive inward currents in proportionately fewer cells cultured in 10% CO2, relative to cells cultured in 5% CO2. Long-term survival was also significantly enhanced in cells exposed chronically to mild acidotic culture conditions, relative to cells grown under standard pH conditions (22 days, 10% CO2 vs 16 days, 5% CO2).(ABSTRACT TRUNCATED AT 400 WORDS)	No specific gene was perturbed in vivo
7898168	<TITLE>Volume versus wiring transmission in the brain: a new theoretical frame for neuropsychopharmacology.</TITLE>A volume transmission mode of communication in brain was implicit already in the early work of Golgi, who postulated the existence of electrical signals in the extracellular fluid (ECF) based on Volta's "wet conductor" made by solutions. The term volume transmission is taken from the term volume conduction describing the flow of ionic currents in the ECF as a basis for the electrocorticogram. The slow VT mode includes also chemical signals and is opposed to the fast synaptic (wiring) transmission. Every neuron may function in a dual mode, the synaptic and the volume transmission mode, when considering the autocrine and synaptic classes of communication. The paracrine- and neuroendocrine-like classes only involve the VT mode in the latter case including the CSF as a route. The chemical signals for VT are the neuropeptides, but also the classical transmitters, the monoamines, acetylcholine, GABA, and glutamate can participate, when they operate via slow, high affinity G protein coupled receptors. Ions such as K+, Ca++, and H+ also function as VT signals. The hypothesis is also introduced that CO2 can act as a multifacit long-distance VT and WT regulator besides being part of the CO2/HCO3 buffer. CO2 via regulating NMDA receptor sensitivity can also regulate NO formation, which represents a paracrine and fast VT signal. The therapy of CNS disorders is also discussed in the frame of the wiring and VT concept. Two therapeutical approaches can therefore be developed, one based on increasing WT and one based on increasing VT. In contrast to the WT therapy, which must preserve the electrotemporal code, the VT therapy can operate also with postsynaptic agonists. Therefore, a therapeutic effect with such a drug indicates that the deficiency in the communication process operates via VT. In view of the lack of very effective negative feedbacks in VT vs. WT, VT therapy may produce less tolerance and drug dependency.	No specific gene was perturbed in vivo
7957883	<TITLE>Synaptotagmin I is essential for Ca(2+)-independent release of neurotransmitter induced by alpha-latrotoxin.</TITLE>alpha-Latrotoxin causes massive release of norepinephrine from clonal rat pheochromocytoma PC12 cells, in the absence of external Ca2+, by an unknown mechanism. The effect almost disappeared in PC12 variant cells deficient in synaptotagmin I, a synaptic vesicle protein, and was rescued by transfecting the synaptotagmin I gene. These results indicate that synaptotagmin I is essential for the Ca(2+)-independent action of alpha-latrotoxin in PC12 cells.	No specific gene was perturbed in vivo
7970589	<TITLE>Treatment of Candida-infected denture stomatitis with a miconazole lacquer.</TITLE>The efficacy of a topically administered miconazole denture lacquer was compared with that of a placebo lacquer in the treatment of Candida-infected denture stomatitis. The study was a double-blind, randomized, controlled clinical trial with two parallel treatment groups. The lacquer was applied once on the fitting denture surface. Follow-up examinations took place on days 3, 7, 14, 21, 28, and 35. On day 14 the effect of the treatment was assessed. Thirty-six patients were included in the statistical analysis. Eighteen received miconazole and 18 received placebo lacquer. Primary efficacy endpoints were the number of colonies cultured from the palatal mucosa and denture surface on day 14. Thirteen of 16 patients in the miconazole group A showed < 10 colonies on culture medium on day 14 in the specimens from the palatal mucosa as did 5 of 18 patients in the placebo group B (p < 0.05). Corresponding results for the denture surface were 6 of 17 and 3 of 18, respectively (p < 0.05). Reapplication of lacquer was considered necessary (> 100 colonies in at least one sampling site within 14 days) in 35% of the patients from group A and in 83% of the patients from group B. The results indicate that a single application of a miconazole denture lacquer considerably reduces the number of Candida yeasts for a substantial period of time.	No specific gene was perturbed in vivo
7992975	<TITLE>Coexistent abdominal aortic aneurysm and renal carcinoma: management options.</TITLE>Renal carcinoma (RCA) presenting in association with abdominal aortic aneurysm (AAA) is extremely rare, with only sporadic case reports previously described. The management of six cases of AAA and concomitant RCA presenting to a single institution from March, 1991 through December, 1993 was reviewed and management options considered. AAAs ranged in size from 4.5-7.0 cm (mean, 5.6 cm). Three left renal carcinomas were resected via a retroperitoneal approach simultaneous to repair of the AAA. One right renal carcinoma was resected in combination with repair of an AAA through a transperitoneal approach. The fifth case was managed by left nephrectomy, followed by interval aneurysmectomy, and the sixth case was managed by nonsurgical methods because of the presence of widely metastatic disease. Renal malignancies included five renal cell carcinomas and one transitional cell carcinoma. Three patients remain free of disease 8-11 months postoperatively, and one patient had metastatic disease detected 19 months postoperatively. Two deaths have occurred; one due to a massive CVA 1 month following a combined aneurysmectomy and left nephrectomy, and a second due to unknown etiology in the patient managed non-surgically. No peripheral vascular or aortic graft related complications have occurred. The treatment of AAA and RCA should be governed by the size of the AAA, the location of the cancer, and the extent of malignant disease. Simultaneous resection is safe and effective in patients with coexistent AAA and renal cancer. Left sided tumors should be resected via a retroperitoneal approach that also provides excellent exposure for simultaneous AAA resection.(ABSTRACT TRUNCATED AT 250 WORDS)	No specific gene was perturbed in vivo
8001234	<TITLE>Chemopreventive effects of the aromatase inhibitors vorozole (R-83842) and 4-hydroxyandrostenedione in the methylnitrosourea (MNU)-induced mammary tumor model in Sprague-Dawley rats.</TITLE>The chemopreventive activity of the aromatase inhibitors vorozole and 4-hydroxyandrostenedione were determined in the methylnitrosourea (MNU)-induced model of rat mammary tumorigenesis. Vorozole (5 and 2.5 mg/kg body wt) and 4-hydroxyandrostenedione (15 and 6 mg/rat) were administered daily (by gavage) to virgin female Sprague-Dawley rats starting at an age of 43 days. Seven days later animals were given a single dose of MNU. Following treatment with MNU, animals continued to be treated with vorozole and 4-hydroxyandrostenedione daily until the end of the experiment (100 days post MNU treatment). Vorozole at either dose proved to be a profound inhibitor of MNU-induced mammary tumors. Vorozole decreased tumor incidence from 100% to 10%, while simultaneously decreasing tumor multiplicity from 5 tumors per animal to 0.1 tumors per animal. This chemopreventive effect was accompanied by significant increases in body weight gain in the animals treated with vorozole when compared with control rats. In contrast, neither dose of 4-hydroxyandrostenedione had any effect on tumor incidence and only the higher dose slightly decreased tumor multiplicity.	No specific gene was perturbed in vivo
8035434	<TITLE>Clinical trials--a brave new partnership?</TITLE>The need for informed consent is considered from the patient's viewpoint by an examination of the shortcomings of the UK Ductal Carcinoma In Situ (DCIS) trial and its failure satisfactorily to accrue both profession and patient. The impersonal, negative aspects of the informed consent process in the research situation are contrasted with the positive benefits of confidence fostered by the traditional doctor/patient relationship. The need for new research with a partnership between patient and profession, the necessity for rigorous re-assessment of treatments and care both within and outside of trials to avoid waste by the perpetration of unnecessary treatments together with the need for evaluation of the efficacy of treatments employed outside of trials, especially in 'new' conditions, to foster progress and maintain public confidence in the profession, is advocated.	No specific gene was perturbed in vivo
8065181	<TITLE>Which methods of donor recruitment give the safest donors?</TITLE>Thus, it can be seen that there are a number of ways by which donors can be recruited into the blood supply: voluntary non-remunerated random donors, paid random donors, directed donors, replacement donors and unused autologous units from autologous donors. It can be seen from the data and evidence discussed above, as designated by the World Health Organisation, voluntary non-remunerated donation is far and away the safest form of blood donation and strenuous efforts must be developed for a strong programme using a core with a high percentage of regular donors in order to maintain the highest possible quality of blood supply.	No specific gene was perturbed in vivo
8078513	<TITLE>Isolation and characterization of the gene encoding histone H2A from Trypanosoma cruzi.</TITLE>In the present paper we report the isolation and characterization of the sequence of two genomic DNA fragments coding for the histone H2A of Trypanosoma cruzi. An analysis of the predicted amino acid sequence shows the presence of the amino-terminal motif characteristic of the H2A histones proteins and the Lys-Lys motif reported to be the site for the ubiquitin attachment. Southern blots of total parasite DNA probed with the H2A sequence suggested that the T. cruzi histone H2A gene is encoded in two independent gene clusters. The molecular karyotyping of the parasite indicated that these two clusters locate in a single chromosome of about 700 kb in length. The T. cruzi H2A mRNA is polyadenylated as are the basal histone mRNAs of higher eukaryotes and the histone mRNAs of yeast. By polymerase chain reaction amplification and sequencing and by S1 mapping we determined respectively the 5' and 3' end of the gene showing that the miniexon is added to the mRNA 71 nucleotides upstream of the ATG initiation codon and that the polyadenylation site locates in nucleotide position 773-775 close to invert repeats.	No specific gene was perturbed in vivo
8088825	<TITLE>Organization of the human zeta-crystallin/quinone reductase gene (CRYZ).</TITLE>zeta-Crystallin is a protein highly expressed in the lens of guinea pigs and camels, where it comprises about 10% of the total soluble protein. It has recently been characterized as a novel quinone oxidoreductase present in a variety of mammalian tissues. We report here the isolation and characterization of the human zeta-crystallin gene (CRYZ) and its processed pseudogene. The functional gene is composed of nine exons and spans about 20 kb. The 5'-flanking region of the gene is rich in G and C (58%) and lacks TATA and CAAT boxes. Previous analysis of the guinea pig gene revealed the presence of two different promoters, one responsible for the high lens-specific expression and the other for expression at the enzymatic level in numerous tissues. Comparative analysis with the guinea pig gene shows that a region of approximately 2.5 kb that includes the promoter responsible for the high expression in the lens in guinea pig is not present in the human gene.	No specific gene was perturbed in vivo
8101742	<TITLE>Limited joint mobility of the hand: prevalence and relation to chronic complications in non-insulin-dependent diabetes mellitus patients.</TITLE>A total of 170 non-insulin-dependent diabetes mellitus (NIDDM) patients admitted to Kaohsiung Chang Gung Memorial Hospital during the period from January 1988 to December 1989 were examined for the presence of cheiroarthropathy. Fifty-four percent (92 patients) had limited joint mobility (LJM) of the hand, a prevalence significantly higher than that of non-diabetic controls (7%). Duration of diabetes was positively related to the severity of LJM (p = 0.03, chi-square contingency table). Chronic diabetic complications such as cataracts (p = 0.04) and overt proteinuria (p = 0.03) were also associated with the presence of LJM, and diabetic retinopathy (p = 0.007); vision-threatening retinopathy was strongly associated with the presence of LJM (p = 0.0002). The sex ratio, HbA1c and creatinine clearance rates did not show significant differences between patients with and without LJM. In conclusion, the occurrence of LJM of the hand in NIDDM patients observed at this hospital is common and is often accompanied by other chronic diabetic complications. Its presence should alert physicians to other associated diabetic complications with increased morbidity and mortality.	No specific gene was perturbed in vivo
8186989	<TITLE>Appearance of calretinin-immunoreactive neurons in the upper layers of the rat superior colliculus after eye enucleation.</TITLE>The effects of retinal deafferentation on a calcium-binding protein, calretinin, in the upper layers (superficial gray layer and optic nerve layer) of the rat superior colliculus were examined. In intact rats and on the ipsilateral side of unilaterally eye-enucleated rats, the superficial gray layer and optic nerve layer contained a few dispersed calretinin-immunoreactive cells. On the contralateral side to the enucleation, the number of immunostained cells in the superficial gray layer and optic nerve layer was increased. These findings suggest that retinal deafferentation results in an increase in contents of calretinin in some cell bodies within the upper layers of the superior colliculus.	No specific gene was perturbed in vivo
8187099	<TITLE>The aqueous solution structure of the tetrasaccharide-ribitol repeat-unit from the lipoteichoic acid of Streptococcus pneumoniae strain R6 determined using a combination of NMR spectroscopy and computer calculations.</TITLE>High-resolution 1D- and 2D-correlation 1H NMR and 13C NMR, at 500 and 125 MHz, respectively, permitted assignment of the majority of the resonances in the per-N-acetylated, phosphorylated tetrasaccharide-ribitol repeat-unit, and in the complete polymer (n = 5 - 7) containing between five and seven repeating units attached to the deacylated lipid anchor, for the lipoteichoic acid from Streptococcus pneumoniae strain R6; the 31P resonances were also assigned. Comparison of the 31P spectra obtained for the per-N-acetylated oligosaccharide and for the oligosaccharide having the AATG 4-NH2 group still free, indicate a conformational difference brought about by interaction between the amino group and the neighboring phosphate group.	No specific gene was perturbed in vivo
8198489	<TITLE>Cholesterol levels in general practice.</TITLE>In a GP setting of 2679 patients aged over 20 years, at least one cholesterol reading was known for 529 (20%). Of 1087 lipid estimations in 10 years the average cholesterol was 6.33 (SD 1.45). All 523 were given appropriate dietary advice and 40 (18%) were also given pharmacological agent(s) as well. Of 211 patients who had more than one reading done, an overall reduction of 6.4% in cholesterol was achieved and maintained for a sustained period of 3.2 years on average.	No specific gene was perturbed in vivo
8242632	<TITLE>Mutagenicity induced by hyperthermia, hot mate infusion, and hot caffeine in Saccharomyces cerevisiae.</TITLE>Mate, an infusion containing caffeine (3 g/liter), is drunk hot by most Uruguayan, North Argentinian, and South Brazilian people. This beverage has been recently associated with esophageal cancer in Brazil and Uruguay. To test the mutagenic and lethal effects of mate infusion, caffeine, hyperthermia, and their combinations, we used Saccharomyces cerevisiae as an eucaryotic model system measuring lys to LYS reversions. We showed that mate infusion was not mutagenic, whereas caffeine at the same concentration contained in mate, produced a 5-fold increase in the spontaneous mutation rate. The highest observed mutagenic rate corresponded to hyperthermia (54 degrees C at 60 min). Hot caffeine also produced a time-dependent mutagenic effect, whereas hot mate infusion determined a significantly lower mutagenic effect than hot caffeine. The differential lethality produced by the tested agents plays an important role in the expression of the induced mutagenic damage. Caffeine and mate infusion could decrease the mutagenic effect of hyperthermia through the channeling of part of the induced DNA lesions into an error-free repair pathway.	No specific gene was perturbed in vivo
8242851	<TITLE>DNA strand breakage and DNA adducts in lymphocytes of oral cancer patients.</TITLE>In lymphocytes of 12 oral cancer patients (and two control groups) the frequencies of DNA single-strand breaks and DNA-protein cross-linking were determined by alkaline filter elution. We found elevated DNA elution rates, which must be interpreted as an increased strand breakage frequency. There were significant correlations between the DNA strand breakage frequency and smoking habits. Using the 32P-postlabelling assay we determined the DNA adduct level in lymphocytes of 23 oral cancer patients (and two control groups). No significant influence of smoking habit on the DNA adduct level could be detected. There was a significant correlation between the DNA adduct level and the gamma-glutamyltranspeptidase (GGT) value, suggesting systemic influences of alcohol drinking habits on the adduct level.	No specific gene was perturbed in vivo
8270062	<TITLE>Detection of superior mesenteric and coeliac artery stenosis with colour flow Duplex imaging.</TITLE>Measurements of blood velocity in the coeliac axis (CA) and the superior mesenteric artery (SMA) before and after a standard meal in normal people have been studied by several authors. However, information about the ability to detect stenotic lesions is lacking. The aim of our study was to determine the accuracy of Duplex scanning in detecting angiographically proven lesions. Twenty normal volunteers (13 males and seven females) and 24 patients (19 males and five females) with visceral artery stenosis on angiography were examined in the supine position (angle of insonation 60.5) with colour flow Duplex imaging (CFDI) (3.5 MHz probe), in the fasting state and after a standard meal at 15, 40, 60 and 90 min. Peak systolic velocity (PSV) and end diastolic velocity (EDV) were determined in both CA and SMA. The PSV was the best indicator of stenosis. After the meal, there was an increase in both PSV and EDV but neither of the postprandial measurements improved the accuracy of the test. The results indicate that CFDI can detect the presence of significant stenosis (> 50% in the CA and SMA with a sensitivity and specificity of > 80%.	No specific gene was perturbed in vivo
8276523	<TITLE>Successful gonadotrophin treatment of hypogonadism in postoperative patients with macroprolactinoma and persistent hyperprolactinaemia.</TITLE>We report on two males with prolactinoma in whom hyperprolactinaemia and hypogonadism persisted for several years postoperatively despite the administration of a dopamine agonist or bromocriptine. In these patients, a GnRH test revealed no response in the levels of serum LH or FSH. An hCG stimulation test provoked no response in the serum levels of testosterone. Case 1, who was 28 years old at the first visit, received parenteral testosterone and appreciable virilization of the genitalia was noted within a few months. When he married and desired to father a child, the treatment was switched to hCG/hMG combined therapy and spermatozoa appeared subsequently in the ejaculate, although their numbers were low. His wife conceived and delivered a healthy baby girl. Case 2 was a single young man who presented with hypogonadotrophic hypogonadism and hyperprolactinaemia. He was started on hCG injections three times per week and the maturation of his genitalia was advanced rapidly. Semen analyses showed sperm concentration and motility to be within the normal range. Post-treatment GnRH test revealed no improvement in gonadotrophin responses for LH or FSH. In both cases, the hCG test repeated after the gonadotrophin treatment showed normal basal and stimulated testosterone levels. During the course of gonadotrophin treatment in these cases, serum prolactin levels remained elevated, and it is suggested that, in the two cases, the hypothalamo-pituitary function was disturbed by the tumour or its manipulation and the capacity of the pituitary gland to secrete gonadotrophin was impaired. Under such circumstances with persisting hyperprolactinaemia, hCG and/or hCG/hMG combination treatment can induce normal virilization and advance spermatogenesis sufficiently to achieve fertility.	No specific gene was perturbed in vivo
8292014	<TITLE>The 100-kDa protein, whose phosphorylation precedes the fusion of chick embryonic myoblasts, is the eukaryotic elongation factor-2.</TITLE>We have previously shown that Ca2+/calmodulin-dependent phosphorylation of the 100-kDa protein dramatically increases during the early period of myoblast fusion and inhibition of the protein phosphorylation prevents the fusion. Here, we show that the protein phosphorylation occurs exclusively at Thr residue(s) and the purified 100-kDa protein can be ADP-ribosylated upon treatment with diphtheria toxin. Furthermore, the 13 N-terminal amino acid sequence of the 100-kDa protein, N-Val-Asn-Phe-Val-Asp-Gln-Ile-Arg-Ala-Ile-Met-Asp-Lys, exactly matches with that of elongation factor-2 from rat and hamster. These results indicate that the 100-kDa protein in chick embryonic myoblasts is identical to the eukaryotic elongation factor-2.	No specific gene was perturbed in vivo
8350085	<TITLE>Structures of sesquiterpene polyol esters from Celastrus stephanotiifolius with potential tumor-promotion inhibitor activity.</TITLE>Esters of eight new ([1],[4-6], and [8-11]) and five known sesquiterpenenoid polyalcohols have been isolated from Celastrus stephanotiifolius. Their structures were established on the basis of chemical reactions and spectral analysis. The structural elucidation indicated that the structures of some related compounds should be revised. The isolated sesquiterpenes were observed to inhibit Epstein-Barr virus early antigen activation significantly at low doses.	No specific gene was perturbed in vivo
